image,Confidence Threshold,output,timestamp
.gradio\flagged\image\0f727e25e3ba0aed0263\z5220462704397_737953c5f42a3bb75f2875ef3de2173b.jpg,0.25,.gradio\flagged\output\c08f01b94f5d3d13999f\image.webp,2025-05-11 15:41:51.608499
